go_id	rep_id	n_input	n_readout	disc_QC_med	STCRC_mol	STCRC_dM1	STCRC_dM2	USZ_mol	USZ_dM1	USZ_dM2
GOBP_PHENOTYPIC_SWITCHING	GOBP_PHENOTYPIC_SWITCHING	2	2	0.0012	0.0110	-0.01	-0.01	0.0025	-0.04	0.01
GOBP_PHENYLPROPANOID_METABOLIC_PROCESS	GOBP_PHENYLPROPANOID_METABOLIC_PROCESS	2	2	-0.0014	nan	0.00	0.13	-0.0029	0.61	0.77
GOBP_PHOSPHAGEN_METABOLIC_PROCESS	GOBP_PHOSPHAGEN_METABOLIC_PROCESS	2	1	0.1984	0.0239	-0.05	-0.04	0.0070	0.01	0.04
GOBP_PHOSPHATE_ION_HOMEOSTASIS	GOBP_PHOSPHATE_ION_HOMEOSTASIS	7	7	0.0242	0.1412	-0.93	-1.40	0.1813	6.63	11.64
GOBP_PHOSPHATE_ION_TRANSMEMBRANE_TRANSPORT	GOBP_PHOSPHATE_ION_TRANSMEMBRANE_TRANSPORT	4	4	0.0324	0.4469	0.71	0.84	0.1308	10.76	8.66
GOBP_PHOSPHATE_ION_TRANSPORT	GOBP_PHOSPHATE_ION_TRANSPORT	8	7	0.0598	0.3216	-0.45	-0.72	0.1820	14.00	12.09
GOBP_PHOSPHATIDIC_ACID_METABOLIC_PROCESS	GOBP_PHOSPHATIDIC_ACID_METABOLIC_PROCESS	11	10	0.0503	0.5908	15.46	9.88	0.2085	34.87	17.26
GOBP_PHOSPHATIDYLCHOLINE_ACYL_CHAIN_REMODELING	GOBP_PHOSPHATIDYLCHOLINE_ACYL_CHAIN_REMODELING	3	2	0.0315	0.3590	0.49	0.05	0.1979	23.05	12.95
GOBP_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS	GOBP_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS	8	7	0.0333	0.5610	4.47	2.90	0.1983	57.56	20.27
GOBP_PHOSPHATIDYLCHOLINE_CATABOLIC_PROCESS	GOBP_PHOSPHATIDYLCHOLINE_CATABOLIC_PROCESS	5	4	0.0311	0.2004	-1.15	-1.11	0.1096	3.82	2.29
GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	20	20	0.0486	0.7027	15.98	9.25	0.4069	51.72	8.25
GOBP_PHOSPHATIDYLETHANOLAMINE_ACYL_CHAIN_REMODELING	GOBP_PHOSPHATIDYLETHANOLAMINE_ACYL_CHAIN_REMODELING	4	3	0.0306	0.3429	5.61	8.25	0.1425	2.43	0.96
GOBP_PHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS	GOBP_PHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS	7	7	0.0821	0.4938	15.92	3.47	0.1649	4.11	4.10
GOBP_PHOSPHATIDYLGLYCEROL_ACYL_CHAIN_REMODELING	GOBP_PHOSPHATIDYLGLYCEROL_ACYL_CHAIN_REMODELING	3	2	0.0166	0.1547	0.63	1.15	0.0597	8.19	8.24
GOBP_PHOSPHATIDYLGLYCEROL_METABOLIC_PROCESS	GOBP_PHOSPHATIDYLGLYCEROL_METABOLIC_PROCESS	10	9	0.0737	0.2782	3.57	0.34	0.1688	14.47	23.00
GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	89	88	0.1077	0.9045	36.19	3.86	0.8494	69.18	14.13
GOBP_PHOSPHATIDYLINOSITOL_3_PHOSPHATE_BIOSYNTHETIC_PROCESS	GOBP_PHOSPHATIDYLINOSITOL_3_PHOSPHATE_BIOSYNTHETIC_PROCESS	3	3	-0.0003	0.0661	-0.03	-0.01	0.0779	0.53	2.50
GOBP_PHOSPHATIDYLINOSITOL_ACYL_CHAIN_REMODELING	GOBP_PHOSPHATIDYLINOSITOL_ACYL_CHAIN_REMODELING	2	2	0.0172	0.0992	0.44	0.67	0.0819	7.87	22.45
GOBP_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS	GOBP_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS	23	22	0.0565	0.6385	7.13	4.04	0.3828	63.36	32.11
GOBP_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION	GOBP_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION	7	6	0.0394	0.3521	1.75	2.46	0.1260	9.21	10.01
GOBP_PHOSPHATIDYLINOSITOL_MEDIATED_SIGNALING	GOBP_PHOSPHATIDYLINOSITOL_MEDIATED_SIGNALING	7	7	0.0107	0.2728	0.10	-0.46	0.2057	20.09	27.41
GOBP_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS	GOBP_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS	32	32	0.0584	0.7015	7.77	6.31	0.4557	73.61	19.75
GOBP_PHOSPHATIDYLINOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	GOBP_PHOSPHATIDYLINOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	8	8	0.0128	0.2867	0.70	0.96	0.1549	30.95	31.32
GOBP_PHOSPHATIDYLSERINE_ACYL_CHAIN_REMODELING	GOBP_PHOSPHATIDYLSERINE_ACYL_CHAIN_REMODELING	3	3	0.0186	0.2596	2.38	2.62	0.0615	9.25	16.17
GOBP_PHOSPHATIDYLSERINE_EXPOSURE_ON_APOPTOTIC_CELL_SURFACE	GOBP_PHOSPHATIDYLSERINE_EXPOSURE_ON_APOPTOTIC_CELL_SURFACE	2	2	0.0123	-0.0051	-0.17	0.36	0.0007	0.00	-0.01
GOBP_PHOSPHATIDYLSERINE_METABOLIC_PROCESS	GOBP_PHOSPHATIDYLSERINE_METABOLIC_PROCESS	7	7	0.0458	0.5700	7.91	3.61	0.1471	23.73	12.38
GOBP_PHOSPHOLIPASE_C_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	GOBP_PHOSPHOLIPASE_C_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	3	2	-0.0011	0.0704	0.36	1.72	0.0260	-0.43	-1.31
GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	4	3	0.0164	0.0817	-0.08	-0.12	0.0708	13.15	12.28
GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	50	50	0.0484	0.5365	4.74	-0.27	0.5002	21.00	12.44
GOBP_PHOSPHOLIPASE_C_ACTIVATING_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY	GOBP_PHOSPHOLIPASE_C_ACTIVATING_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY	2	1	0.0222	0.0059	0.01	0.14	-0.0056	0.10	0.37
GOBP_PHOSPHOLIPASE_C_PROTEIN_KINASE_C_SIGNAL_TRANSDUCTION	GOBP_PHOSPHOLIPASE_C_PROTEIN_KINASE_C_SIGNAL_TRANSDUCTION	5	4	0.0827	0.1525	3.33	0.72	0.1050	0.39	0.15
GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	54	54	0.0938	0.8858	26.43	5.72	0.6679	81.80	13.69
GOBP_PHOSPHOLIPID_CATABOLIC_PROCESS	GOBP_PHOSPHOLIPID_CATABOLIC_PROCESS	14	14	0.0407	0.5263	3.75	3.62	0.2808	25.17	18.56
GOBP_PHOSPHOLIPID_DEPHOSPHORYLATION	GOBP_PHOSPHOLIPID_DEPHOSPHORYLATION	12	12	0.0372	0.4917	1.70	0.36	0.2339	18.52	2.33
GOBP_PHOSPHOLIPID_EFFLUX	GOBP_PHOSPHOLIPID_EFFLUX	5	5	0.0381	0.4370	21.93	11.38	0.3094	13.57	11.60
GOBP_PHOSPHOLIPID_HOMEOSTASIS	GOBP_PHOSPHOLIPID_HOMEOSTASIS	6	5	0.0270	0.2620	-0.43	-1.52	0.1221	0.57	0.29
GOBP_PHOSPHOLIPID_METABOLIC_PROCESS	GOBP_PHOSPHOLIPID_METABOLIC_PROCESS	92	91	0.1064	0.9085	35.87	4.40	0.7850	89.03	11.32
GOBP_PHOSPHOLIPID_TRANSLOCATION	GOBP_PHOSPHOLIPID_TRANSLOCATION	13	12	0.0498	0.6004	13.64	7.56	0.2882	41.54	26.98
GOBP_PHOSPHOLIPID_TRANSPORT	GOBP_PHOSPHOLIPID_TRANSPORT	27	27	0.0565	0.7985	8.97	8.40	0.6520	60.94	6.71
GOBP_PHOSPHORUS_METABOLIC_PROCESS	GOBP_PHOSPHORUS_METABOLIC_PROCESS	429	429	0.2067	0.9841	73.49	1.78	0.9588	96.53	4.58
GOBP_PHOSPHORYLATION	GOBP_PHOSPHORYLATION	176	176	0.1280	0.9388	44.98	8.01	0.9098	88.96	10.05
GOBP_PHOTOPERIODISM	GOBP_PHOTOPERIODISM	5	5	0.0311	0.4989	0.76	3.52	0.1852	19.46	25.48
GOBP_PHOTORECEPTOR_CELL_DEVELOPMENT	GOBP_PHOTORECEPTOR_CELL_DEVELOPMENT	13	12	0.0186	0.2427	-0.73	-0.91	0.2411	4.48	13.12
GOBP_PHOTORECEPTOR_CELL_DIFFERENTIATION	GOBP_PHOTORECEPTOR_CELL_DIFFERENTIATION	17	17	0.0324	0.4474	2.17	2.06	0.2995	33.45	8.25
GOBP_PHOTORECEPTOR_CELL_MAINTENANCE	GOBP_PHOTORECEPTOR_CELL_MAINTENANCE	12	11	0.0263	0.4309	0.65	1.23	0.2334	24.33	18.09
GOBP_PHOTORECEPTOR_CELL_MORPHOGENESIS	GOBP_PHOTORECEPTOR_CELL_MORPHOGENESIS	2	1	0.0239	0.0881	-1.46	-0.79	0.0191	11.14	13.39
GOBP_PHOTORECEPTOR_CELL_OUTER_SEGMENT_ORGANIZATION	GOBP_PHOTORECEPTOR_CELL_OUTER_SEGMENT_ORGANIZATION	3	2	-0.0046	0.0119	-0.01	-0.15	0.0140	-1.32	-1.39
GOBP_PHOTOTRANSDUCTION	GOBP_PHOTOTRANSDUCTION	13	12	0.0249	0.1902	-0.05	0.69	0.0610	0.38	-1.19
GOBP_PHOTOTRANSDUCTION_VISIBLE_LIGHT	GOBP_PHOTOTRANSDUCTION_VISIBLE_LIGHT	6	6	-0.0005	-0.0198	0.01	0.04	0.0181	0.20	-0.12
GOBP_PHYLLOQUINONE_METABOLIC_PROCESS	GOBP_MENAQUINONE_CATABOLIC_PROCESS	2	1	0.0135	-0.0109	-0.14	-0.21	0.0022	0.01	0.10
GOBP_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY	GOBP_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY	8	8	0.0200	0.2770	5.25	7.44	0.1366	7.18	5.56
GOBP_PH_REDUCTION	GOBP_PH_REDUCTION	2	1	0.0047	-0.0118	-2.26	-0.02	-0.0056	0.93	0.65
GOBP_PIECEMEAL_MICROAUTOPHAGY_OF_THE_NUCLEUS	GOBP_MICROAUTOPHAGY	2	2	0.0075	0.1126	-0.01	0.00	0.0299	8.71	10.22
GOBP_PIGMENTATION	GOBP_PIGMENTATION	26	25	0.0591	0.6832	5.29	3.54	0.6186	29.88	12.39
GOBP_PIGMENT_ACCUMULATION	GOBP_PIGMENT_ACCUMULATION	2	2	0.0215	0.4063	0.83	0.70	0.1484	2.33	-1.61
GOBP_PIGMENT_BIOSYNTHETIC_PROCESS	GOBP_PIGMENT_BIOSYNTHETIC_PROCESS	14	14	0.0436	0.5603	0.86	0.32	0.4278	57.85	13.15
GOBP_PIGMENT_CATABOLIC_PROCESS	GOBP_PIGMENT_CATABOLIC_PROCESS	3	3	0.0057	0.0916	-0.10	-0.53	0.1079	12.77	26.77
GOBP_PIGMENT_CELL_DIFFERENTIATION	GOBP_PIGMENT_CELL_DIFFERENTIATION	10	9	0.0219	0.3939	2.83	3.91	0.3063	7.03	0.46
GOBP_PIGMENT_GRANULE_LOCALIZATION	GOBP_ESTABLISHMENT_OF_PIGMENT_GRANULE_LOCALIZATION	4	3	0.0199	0.1270	0.26	0.00	0.0510	3.13	0.57
GOBP_PIGMENT_GRANULE_MATURATION	GOBP_PIGMENT_GRANULE_MATURATION	2	1	0.0308	0.2590	0.08	0.13	0.1379	0.46	1.14
GOBP_PIGMENT_GRANULE_ORGANIZATION	GOBP_PIGMENT_GRANULE_ORGANIZATION	8	8	0.0194	0.4023	3.10	8.26	0.3342	5.93	6.14
GOBP_PIGMENT_METABOLIC_PROCESS	GOBP_PIGMENT_METABOLIC_PROCESS	21	20	0.0411	0.6344	1.10	2.46	0.5307	73.03	17.53
GOBP_PINOCYTOSIS	GOBP_PINOCYTOSIS	5	5	0.0305	0.3934	0.86	1.05	0.2245	14.66	8.64
GOBP_PIRNA_MEDIATED_HETEROCHROMATIN_FORMATION	GOBP_PIRNA_MEDIATED_HETEROCHROMATIN_FORMATION	4	4	-0.0055	0.0383	-0.11	0.70	-0.0036	0.04	0.55
GOBP_PIRNA_PROCESSING	GOBP_PIRNA_PROCESSING	6	6	0.0105	0.1144	-0.33	-0.13	0.0290	4.92	17.60
GOBP_PITUITARY_GLAND_DEVELOPMENT	GOBP_PITUITARY_GLAND_DEVELOPMENT	14	14	0.0467	0.3604	3.26	2.87	0.3164	61.30	19.12
GOBP_PLACENTA_BLOOD_VESSEL_DEVELOPMENT	GOBP_PLACENTA_BLOOD_VESSEL_DEVELOPMENT	9	8	0.0507	0.6677	5.20	1.82	0.5271	53.05	17.15
GOBP_PLACENTA_DEVELOPMENT	GOBP_PLACENTA_DEVELOPMENT	45	45	0.0880	0.8888	24.45	5.40	0.7885	76.91	9.39
GOBP_PLASMA_CELL_DIFFERENTIATION	GOBP_PLASMA_CELL_DIFFERENTIATION	4	3	0.0260	0.2819	0.22	-0.29	0.2984	0.25	-0.05
GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE	GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE	16	15	0.0674	0.6155	4.11	1.70	0.5497	24.30	18.80
GOBP_PLASMA_MEMBRANE_FUSION	GOBP_PLASMA_MEMBRANE_FUSION	8	8	0.0316	0.1851	0.05	0.19	0.0994	2.12	0.07
GOBP_PLASMA_MEMBRANE_LACTATE_TRANSPORT	GOBP_PLASMA_MEMBRANE_LACTATE_TRANSPORT	2	2	-0.0058	0.0784	0.16	0.51	0.0384	-0.10	-0.63
GOBP_PLASMA_MEMBRANE_ORGANIZATION	GOBP_PLASMA_MEMBRANE_ORGANIZATION	44	44	0.0979	0.8690	2.04	0.51	0.7927	71.29	18.81
GOBP_PLASMA_MEMBRANE_PHOSPHOLIPID_SCRAMBLING	GOBP_PLASMA_MEMBRANE_PHOSPHOLIPID_SCRAMBLING	5	5	0.0455	0.3237	2.57	2.91	0.1715	1.35	2.96
GOBP_PLASMA_MEMBRANE_RAFT_ASSEMBLY	GOBP_CAVEOLA_ASSEMBLY	3	2	0.0427	0.3272	1.03	-0.25	0.3157	6.80	8.77
GOBP_PLASMA_MEMBRANE_RAFT_ORGANIZATION	GOBP_PLASMA_MEMBRANE_RAFT_ORGANIZATION	4	4	0.0201	0.3669	10.68	0.79	0.2614	3.09	6.28
GOBP_PLASMA_MEMBRANE_REPAIR	GOBP_PLASMA_MEMBRANE_REPAIR	7	7	0.0697	0.7258	1.64	1.74	0.5321	23.02	12.46
GOBP_PLASMA_MEMBRANE_TO_ENDOSOME_TRANSPORT	GOBP_PLASMA_MEMBRANE_TO_ENDOSOME_TRANSPORT	2	1	0.0118	0.1678	0.18	0.68	0.0432	-0.90	-2.25
GOBP_PLASMA_MEMBRANE_TUBULATION	GOBP_PLASMA_MEMBRANE_TUBULATION	5	5	0.0200	0.4256	1.28	2.99	0.2876	14.81	19.38
GOBP_PLASMINOGEN_ACTIVATION	GOBP_PLASMINOGEN_ACTIVATION	9	9	0.1165	0.6130	0.84	0.68	0.6590	7.04	4.45
GOBP_PLATELET_ACTIVATING_FACTOR_METABOLIC_PROCESS	GOBP_PLATELET_ACTIVATING_FACTOR_METABOLIC_PROCESS	2	2	0.0072	0.1004	-0.23	-0.35	0.0080	1.46	6.35
GOBP_PLATELET_ACTIVATION	GOBP_PLATELET_ACTIVATION	41	40	0.0904	0.8532	5.79	3.77	0.7819	27.56	0.66
GOBP_PLATELET_AGGREGATION	GOBP_PLATELET_AGGREGATION	22	22	0.1346	0.7830	4.33	2.04	0.6639	29.98	5.28
GOBP_PLATELET_DEGRANULATION	GOBP_PLATELET_DEGRANULATION	3	2	0.0142	0.1251	1.00	0.74	0.0789	0.66	0.60
GOBP_PLATELET_DENSE_GRANULE_ORGANIZATION	GOBP_PLATELET_DENSE_GRANULE_ORGANIZATION	5	4	0.0339	0.3767	2.31	3.54	0.2066	10.73	8.27
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_ALPHA_SIGNALING_PATHWAY	GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_ALPHA_SIGNALING_PATHWAY	2	2	0.0424	0.1027	-0.55	-0.11	0.0834	12.79	25.59
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA_SIGNALING_PATHWAY	GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA_SIGNALING_PATHWAY	3	2	0.0450	0.2051	1.00	0.19	0.2485	-0.91	-1.69
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	14	14	0.0785	0.5759	6.84	6.46	0.4460	13.32	7.23
GOBP_PLATELET_MORPHOGENESIS	GOBP_PLATELET_MORPHOGENESIS	6	5	0.0238	0.5239	-2.24	-1.27	0.2473	14.07	5.75
GOBP_PLUS_END_DIRECTED_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	GOBP_PLUS_END_DIRECTED_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE	2	2	0.0066	0.1591	0.13	1.10	0.0392	3.67	13.95
GOBP_PML_BODY_ORGANIZATION	GOBP_PML_BODY_ORGANIZATION	2	1	0.0156	0.1325	-0.32	-0.12	0.1660	2.26	1.86
GOBP_PODOCYTE_CELL_MIGRATION	GOBP_PODOCYTE_CELL_MIGRATION	2	1	0.0109	0.1169	-0.03	-0.06	0.0323	5.66	18.07
GOBP_PODOSOME_ASSEMBLY	GOBP_PODOSOME_ASSEMBLY	7	7	0.0340	0.5258	0.16	0.38	0.3602	22.16	11.71
GOBP_POINTED_END_ACTIN_FILAMENT_CAPPING	GOBP_POINTED_END_ACTIN_FILAMENT_CAPPING	2	1	0.0199	nan	nan	nan	-0.0054	-0.01	-0.01
GOBP_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION	GOBP_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION	6	6	0.0540	0.4897	0.52	1.05	0.2664	47.74	13.77
GOBP_POLYAMINE_BIOSYNTHETIC_PROCESS	GOBP_POLYAMINE_BIOSYNTHETIC_PROCESS	4	4	0.0436	0.5693	12.77	3.65	0.3670	40.11	15.92
GOBP_POLYAMINE_METABOLIC_PROCESS	GOBP_POLYAMINE_METABOLIC_PROCESS	5	4	0.0482	0.7006	6.33	3.88	0.5181	53.76	21.03
GOBP_POLYAMINE_TRANSPORT	GOBP_POLYAMINE_TRANSPORT	3	3	0.0260	0.3906	0.58	0.67	0.2446	12.75	10.57
GOBP_POLYKETIDE_METABOLIC_PROCESS	GOBP_AMINOGLYCOSIDE_ANTIBIOTIC_METABOLIC_PROCESS	2	2	0.0273	0.1497	0.07	-0.41	0.1124	56.52	5.39
GOBP_POLYOL_BIOSYNTHETIC_PROCESS	GOBP_POLYOL_BIOSYNTHETIC_PROCESS	17	16	0.0576	0.4862	2.75	1.09	0.3437	50.67	28.72
GOBP_POLYOL_CATABOLIC_PROCESS	GOBP_POLYOL_CATABOLIC_PROCESS	2	2	0.0099	0.0822	0.03	0.27	0.0222	0.21	1.34
GOBP_POLYOL_METABOLIC_PROCESS	GOBP_POLYOL_METABOLIC_PROCESS	27	27	0.0301	0.6908	7.96	7.16	0.4674	54.09	29.02
GOBP_POLYOL_TRANSMEMBRANE_TRANSPORT	GOBP_POLYOL_TRANSMEMBRANE_TRANSPORT	4	3	0.0507	0.0025	0.10	0.02	0.0303	-0.01	0.01
GOBP_POLYPRENOL_METABOLIC_PROCESS	GOBP_POLYPRENOL_METABOLIC_PROCESS	3	3	0.0089	0.3053	0.81	0.56	0.0848	31.50	8.74
GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	12	12	0.0340	0.4623	0.94	0.98	0.2286	30.67	30.43
GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS	GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS	7	7	0.0187	0.4131	0.88	2.71	0.1936	13.39	22.91
GOBP_POLYSACCHARIDE_METABOLIC_PROCESS	GOBP_POLYSACCHARIDE_METABOLIC_PROCESS	25	24	0.0606	0.7649	7.74	3.63	0.5230	61.30	17.09
GOBP_POLY_A_DEPENDENT_SNORNA_3_END_PROCESSING	GOBP_POLY_A_DEPENDENT_SNORNA_3_END_PROCESSING	2	1	0.0166	0.1629	0.64	1.83	0.0658	18.95	10.29
GOBP_POLY_A_PLUS_MRNA_EXPORT_FROM_NUCLEUS	GOBP_POLY_A_PLUS_MRNA_EXPORT_FROM_NUCLEUS	3	2	0.0218	0.3184	2.42	2.73	0.1071	38.44	20.04
GOBP_POLY_N_ACETYLLACTOSAMINE_METABOLIC_PROCESS	GOBP_POLY_N_ACETYLLACTOSAMINE_METABOLIC_PROCESS	4	3	0.0147	0.1377	2.19	1.13	0.0210	3.21	4.62
GOBP_PONS_DEVELOPMENT	GOBP_PONS_DEVELOPMENT	3	2	0.0000	0.0176	0.06	0.03	0.0215	0.31	1.86
GOBP_PORE_COMPLEX_ASSEMBLY	GOBP_PORE_COMPLEX_ASSEMBLY	4	4	0.0236	0.3431	1.62	3.16	0.1450	41.39	14.38
GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS	GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS	12	11	0.0236	0.5694	-0.76	0.23	0.3691	49.11	35.61
GOBP_POSITIVE_CHEMOTAXIS	GOBP_POSITIVE_CHEMOTAXIS	23	23	0.0716	0.7169	6.28	2.05	0.5528	22.38	2.86
GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS	GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS	4	3	0.0546	0.4092	1.54	0.71	0.3517	5.62	4.67
GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION	GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION	4	4	0.0609	0.4570	0.02	0.41	0.1985	14.98	18.35
GOBP_POSITIVE_REGULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST	GOBP_POSITIVE_REGULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST	5	5	0.0670	0.7529	-4.26	-0.10	0.5722	6.76	2.60
GOBP_POSITIVE_REGULATION_OF_3_UTR_MEDIATED_MRNA_STABILIZATION	GOBP_POSITIVE_REGULATION_OF_3_UTR_MEDIATED_MRNA_STABILIZATION	2	1	0.0093	0.0734	0.03	0.07	0.0386	1.89	7.34
GOBP_POSITIVE_REGULATION_OF_ACROSOME_REACTION	GOBP_POSITIVE_REGULATION_OF_ACROSOME_REACTION	3	3	0.0095	0.0356	0.59	0.41	0.0251	1.39	4.19
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	18	17	0.0658	0.7855	8.01	2.32	0.5913	29.46	13.32
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	4	4	0.0386	0.3640	-0.30	-0.05	0.1042	0.62	3.46
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	13	12	0.0597	0.5508	1.79	1.08	0.3940	26.98	14.66
GOBP_POSITIVE_REGULATION_OF_ACTIN_NUCLEATION	GOBP_POSITIVE_REGULATION_OF_ACTIN_NUCLEATION	4	3	0.0654	0.3922	0.82	0.12	0.1355	8.88	10.60
GOBP_POSITIVE_REGULATION_OF_ACTION_POTENTIAL	GOBP_POSITIVE_REGULATION_OF_ACTION_POTENTIAL	3	2	0.0040	-0.0051	0.00	-1.10	0.0066	0.00	0.12
GOBP_POSITIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	GOBP_POSITIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	9	9	0.0662	0.6111	3.58	0.81	0.2061	23.82	10.47
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	11	10	0.0657	0.4146	1.67	0.88	0.3206	5.61	3.50
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	3	3	0.0490	0.3462	-3.07	-1.38	0.3380	2.04	2.57
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	39	39	0.0924	0.8240	48.73	7.90	0.7929	43.27	12.46
GOBP_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GOBP_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	2	2	-0.0054	0.0098	0.03	0.15	0.0111	10.38	10.66
GOBP_POSITIVE_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT	GOBP_POSITIVE_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT	2	1	0.0374	0.0128	-0.09	-0.27	0.0254	0.18	-0.16
GOBP_POSITIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	10	9	0.0147	0.2594	1.02	1.79	0.2958	16.66	21.83
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	21	21	0.0466	0.7654	22.04	10.86	0.7053	4.92	0.29
